generate_candidates,381.365
plan_greedy,0.257
generate_candidates,392.227
plan_greedy,0.354
generate_candidates,384.589
plan_greedy,0.355
generate_candidates,2757.052
plan_greedy,3.283
generate_candidates,2303.578
plan_greedy,4.002
