latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-30.9355,150.93427,350,0.39,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,313.52,22.22,D
-37.14511,145.94736,341.45,0.47,0.48,2025-01-01,338,N21,VIIRS,n,2.0NRT,304.65,11.67,D
-37.14182,145.94319,335.08,0.47,0.48,2025-01-01,338,N21,VIIRS,l,2.0NRT,305.12,10.71,D
-37.23451,142.60802,367,0.36,0.57,2025-01-01,338,N21,VIIRS,h,2.0NRT,306.12,12.07,D
-37.2347,142.60495,353.91,0.36,0.58,2025-01-01,338,N21,VIIRS,n,2.0NRT,301.28,12.07,D
-37.22937,142.60414,337.78,0.36,0.58,2025-01-01,338,N21,VIIRS,n,2.0NRT,299.56,12.07,D
-35.32438,142.20819,347.12,0.37,0.58,2025-01-01,338,N21,VIIRS,n,2.0NRT,314.48,4.83,D
-34.46813,150.89221,336.76,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,306.91,11.91,D
-34.45909,150.88132,335.11,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,301.65,9.69,D
-34.45628,150.87621,332.83,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,303.33,11.05,D
-34.63677,148.45836,344.04,0.5,0.41,2025-01-01,338,N21,VIIRS,l,2.0NRT,317.48,10,D
-34.63651,148.45705,352.39,0.5,0.41,2025-01-01,338,N21,VIIRS,n,2.0NRT,320.68,10.18,D
-33.18337,149.97404,367,0.42,0.38,2025-01-01,338,N21,VIIRS,h,2.0NRT,301.76,15.27,D
-33.12378,150.37042,351.62,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,313.34,28.25,D
-33.1186,150.3829,367,0.41,0.37,2025-01-01,338,N21,VIIRS,h,2.0NRT,308.55,23.28,D
-33.11918,150.37856,355.13,0.41,0.37,2025-01-01,338,N21,VIIRS,n,2.0NRT,309.9,23.81,D
-33.11977,150.37418,350.49,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,309.79,23.81,D
-33.12036,150.3698,352.41,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,310.72,28.25,D
-33.12095,150.36534,350.33,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,318.21,28.25,D
-33.12155,150.36087,341.75,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,301.32,8.07,D
-33.11753,150.36469,348.96,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,307.42,9.77,D
-33.10999,150.39478,340.96,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,305.18,14.88,D
-33.11058,150.39038,345.44,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,309.77,14.88,D
-33.11411,150.36404,336.86,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,304.23,9.77,D
-33.10657,150.39413,352.47,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,318.76,82.94,D
-33.09971,150.39293,367,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,340.12,120.31,D
-33.0957,150.39673,367,0.41,0.37,2025-01-01,338,N21,VIIRS,h,2.0NRT,330.5,361.77,D
-33.09688,150.38788,334.89,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,302.1,120.31,D
-33.09657,150.39438,306.35,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,324.34,240.28,D
-33.08972,150.39313,367,0.41,0.37,2025-01-01,338,N21,VIIRS,h,2.0NRT,295.86,59.69,D
-33.09093,150.38426,333.23,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,295.43,5.16,D
-33.08751,150.38361,345.96,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,304.05,5.16,D
-33.08812,150.37914,339.46,0.41,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,304.26,5.16,D
-33.08873,150.37466,335.85,0.41,0.37,2025-01-01,338,N21,VIIRS,n,2.0NRT,302.2,6.14,D
-33.08348,150.38736,367,0.41,0.37,2025-01-01,338,N21,VIIRS,h,2.0NRT,298.1,18.74,D
-32.83047,151.10291,345.61,0.39,0.37,2025-01-01,338,N21,VIIRS,n,2.0NRT,304.85,12.37,D
-32.83107,151.09868,348.72,0.39,0.37,2025-01-01,338,N21,VIIRS,n,2.0NRT,311.32,12.37,D
-32.82652,151.10646,338.57,0.39,0.37,2025-01-01,338,N21,VIIRS,n,2.0NRT,304.64,5.34,D
-32.82711,151.10222,354.63,0.39,0.37,2025-01-01,338,N21,VIIRS,n,2.0NRT,310.52,14.56,D
-32.82317,151.10576,333.34,0.39,0.37,2025-01-01,338,N21,VIIRS,n,2.0NRT,307.15,5.34,D
-32.81981,151.10507,334.4,0.39,0.37,2025-01-01,338,N21,VIIRS,l,2.0NRT,306.01,4.6,D
-32.31136,151.98897,334.47,0.38,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,303.48,5.82,D
-32.30804,151.98827,340.55,0.38,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,304.62,5.82,D
-32.23718,152.41043,335.67,0.38,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,302.31,4.59,D
-32.17544,152.14682,335.57,0.38,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,303.03,5.13,D
-31.61114,148.02734,367,0.48,0.4,2025-01-01,338,N21,VIIRS,h,2.0NRT,320.55,27.93,D
-30.93975,150.95212,346.33,0.39,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,305.28,8.37,D
-30.93642,150.95146,345.68,0.39,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,308.41,15.37,D
-30.9331,150.95076,340.98,0.39,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,309.67,15.37,D
-30.9337,150.94664,339.62,0.39,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,305.71,15.37,D
-30.9343,150.9425,351.8,0.39,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,306.69,10.63,D
-30.9349,150.93839,336,0.39,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,309.4,10.63,D
-30.93159,150.93765,335.34,0.39,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,307.75,8.13,D
-30.93218,150.93355,346.34,0.39,0.36,2025-01-01,338,N21,VIIRS,n,2.0NRT,310.02,10.85,D
-26.30475,151.2682,330.06,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,296.89,2.12,D
-25.31419,149.7594,342.34,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,302.28,6.99,D
-25.30471,149.7774,332.82,0.39,0.36,2025-01-01,340,N21,VIIRS,l,2.0NRT,303.17,4.58,D
-25.28811,149.77444,354.79,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,305.81,18.04,D
-25.28535,149.77002,348.66,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,301.46,6.59,D
-25.27984,149.76114,350.51,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,303.25,7.78,D
-25.27708,149.7567,367,0.39,0.36,2025-01-01,340,N21,VIIRS,h,2.0NRT,308.1,16.12,D
-25.27652,149.76056,354.16,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,305.65,7.78,D
-25.27376,149.75613,342.11,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,307.31,5.45,D
-25.271,149.75169,344,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,307.33,5.45,D
-24.61772,150.14676,347.77,0.38,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,305.67,11.09,D
-24.6183,150.14297,337.19,0.38,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,305.36,11.09,D
-24.61384,150.14995,336.59,0.38,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,306.23,7.99,D
-24.61442,150.14616,350.2,0.38,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,312.38,11.09,D
-24.61499,150.14238,337.29,0.38,0.36,2025-01-01,340,N21,VIIRS,l,2.0NRT,308.17,11.09,D
-24.57655,148.81088,340.97,0.4,0.37,2025-01-01,340,N21,VIIRS,n,2.0NRT,303.14,9.68,D
-24.49726,149.19543,335.54,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,303.55,4.77,D
-24.53306,148.05087,332.33,0.42,0.37,2025-01-01,340,N21,VIIRS,l,2.0NRT,304.28,5.4,D
-24.53363,148.04683,333.78,0.42,0.37,2025-01-01,340,N21,VIIRS,l,2.0NRT,302.61,5.4,D
-24.52906,148.05438,343.1,0.42,0.37,2025-01-01,340,N21,VIIRS,n,2.0NRT,302.36,8.45,D
-24.52962,148.05032,331.84,0.42,0.37,2025-01-01,340,N21,VIIRS,n,2.0NRT,301.07,4.75,D
-24.52561,148.05383,340.83,0.42,0.37,2025-01-01,340,N21,VIIRS,n,2.0NRT,305.02,8.45,D
-24.52618,148.0498,331.03,0.42,0.37,2025-01-01,340,N21,VIIRS,n,2.0NRT,302.1,4.75,D
-23.93531,151.03777,334.41,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,302.67,9.02,D
-23.93592,151.03394,342.78,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,300.64,7.08,D
-24.41142,147.632,335.93,0.43,0.38,2025-01-01,340,N21,VIIRS,n,2.0NRT,305.58,4.2,D
-24.40793,147.63145,339.89,0.43,0.38,2025-01-01,340,N21,VIIRS,n,2.0NRT,305.22,5.19,D
-23.82897,151.15155,331.87,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,297.88,3.29,D
-23.68938,148.30609,334.61,0.4,0.37,2025-01-01,340,N21,VIIRS,l,2.0NRT,302.19,8.86,D
-23.68994,148.30214,335.63,0.4,0.37,2025-01-01,340,N21,VIIRS,n,2.0NRT,300.41,4.97,D
-23.66413,146.60208,367,0.46,0.39,2025-01-01,340,N21,VIIRS,h,2.0NRT,308.6,12.35,D
-23.65993,146.60609,335.17,0.46,0.39,2025-01-01,340,N21,VIIRS,n,2.0NRT,306.22,12.35,D
-22.87635,150.46042,331.89,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,292.45,3.86,D
-22.87304,150.45979,343.53,0.39,0.36,2025-01-01,340,N21,VIIRS,n,2.0NRT,290.72,3.86,D
-23.43655,146.11357,335.43,0.49,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,303.11,4.51,D
-23.20611,146.28392,333.69,0.47,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,303.79,5.72,D
-23.21089,146.24707,349.97,0.48,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,301.6,14.95,D
-23.20245,146.28337,340.14,0.47,0.4,2025-01-01,340,N21,VIIRS,n,2.0NRT,302.48,3.97,D
-23.19641,146.30122,336.15,0.47,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,302.46,5.74,D
-23.19929,146.25012,344.04,0.48,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,300.36,8.64,D
-23.20108,146.23627,343.02,0.48,0.4,2025-01-01,340,N21,VIIRS,n,2.0NRT,301.3,7.62,D
-23.20711,146.18954,331.03,0.48,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,305.14,3.65,D
-23.18179,146.29901,341.03,0.47,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,302.92,11.85,D
-23.18831,146.24846,337.86,0.48,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,302.01,13.28,D
-23.1889,146.24385,342.08,0.48,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,310.71,75.1,D
-23.18464,146.24789,354.76,0.48,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,307.49,27.99,D
-23.18524,146.24329,348.01,0.48,0.4,2025-01-01,340,N21,VIIRS,n,2.0NRT,304.05,9.15,D
-23.18583,146.23866,339.33,0.48,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,304.53,9.15,D
-23.18642,146.23404,347.86,0.48,0.4,2025-01-01,340,N21,VIIRS,n,2.0NRT,304.56,9.27,D
-23.18702,146.22943,346.38,0.48,0.4,2025-01-01,340,N21,VIIRS,n,2.0NRT,303.56,9.27,D
-23.17507,146.29333,340.36,0.47,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,303.54,8.19,D
-23.18216,146.23811,338.22,0.48,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,301.79,9.15,D
-23.17142,146.29277,352.36,0.47,0.4,2025-01-01,340,N21,VIIRS,n,2.0NRT,311.44,13.05,D
-23.17201,146.28818,339.4,0.47,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,305.86,8.31,D
-22.63384,146.38689,334.04,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,305.95,5.35,D
-22.63325,146.39136,340.27,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,304.77,5.35,D
-22.63032,146.4137,335.91,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,305.17,6.76,D
-22.63804,146.38297,335.91,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,303.1,10.11,D
-22.63745,146.38744,346,0.46,0.39,2025-01-01,340,N21,VIIRS,n,2.0NRT,306.28,16.04,D
-22.63452,146.40977,338.15,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,306.49,6.25,D
-22.63393,146.41425,332.46,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,304.53,5.74,D
-22.64107,146.38799,354.65,0.46,0.39,2025-01-01,340,N21,VIIRS,n,2.0NRT,305.61,16.04,D
-22.63813,146.41032,341.23,0.46,0.39,2025-01-01,340,N21,VIIRS,n,2.0NRT,304.89,6.25,D
-22.76202,146.05856,339.57,0.48,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,306.6,10.99,D
-22.73458,147.63596,334.63,0.42,0.37,2025-01-01,340,N21,VIIRS,l,2.0NRT,300.99,3.56,D
-23.17189,146.26003,341.04,0.47,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,302.26,8.14,D
-23.1713,146.26462,347.62,0.47,0.4,2025-01-01,340,N21,VIIRS,n,2.0NRT,304.35,11.42,D
-23.16718,146.29683,334.38,0.47,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,304.85,13.05,D
-23.17614,146.256,349.51,0.48,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,303.51,8.14,D
-23.17555,146.26059,347.61,0.47,0.4,2025-01-01,340,N21,VIIRS,l,2.0NRT,302.17,8.14,D
-22.6755,145.5815,345.38,0.51,0.41,2025-01-01,340,N21,VIIRS,l,2.0NRT,308.23,11.48,D
-22.67173,145.58095,348.11,0.51,0.41,2025-01-01,340,N21,VIIRS,n,2.0NRT,308.16,11.48,D
-22.66796,145.58041,348.13,0.51,0.41,2025-01-01,340,N21,VIIRS,n,2.0NRT,308.25,16.89,D
-22.66483,145.57491,349.92,0.51,0.41,2025-01-01,340,N21,VIIRS,n,2.0NRT,308.32,19.18,D
-22.66169,145.5694,367,0.51,0.41,2025-01-01,340,N21,VIIRS,h,2.0NRT,307.35,20.19,D
-22.54722,146.4478,348.06,0.46,0.39,2025-01-01,340,N21,VIIRS,n,2.0NRT,303.86,5.83,D
-22.66232,145.56445,348.16,0.51,0.41,2025-01-01,340,N21,VIIRS,n,2.0NRT,306.39,9.22,D
-22.54303,146.45171,332.52,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,299.63,5.83,D
-22.54362,146.44727,338.98,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,304.85,5.83,D
-22.65855,145.56389,344.87,0.51,0.41,2025-01-01,340,N21,VIIRS,n,2.0NRT,303.79,9.22,D
-22.55142,146.44389,334.73,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,300.8,1.88,D
-22.62671,146.41315,335.64,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,304.77,6.76,D
-22.6231,146.4126,345.45,0.46,0.39,2025-01-01,340,N21,VIIRS,n,2.0NRT,303.91,9.15,D
-22.61949,146.41206,338,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,305.44,9.15,D
-22.61588,146.41151,346.7,0.46,0.39,2025-01-01,340,N21,VIIRS,n,2.0NRT,305.08,10.19,D
-22.61646,146.40703,338.84,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,308.12,13.35,D
-22.5664,146.41431,353.16,0.46,0.39,2025-01-01,340,N21,VIIRS,l,2.0NRT,305.93,147.63,D
-19.90022,143.62598,367,0.4,0.44,2025-01-01,342,N21,VIIRS,h,2.0NRT,305.43,22.26,D
-21.35064,146.3349,338.7,0.45,0.39,2025-01-01,342,N21,VIIRS,n,2.0NRT,299.4,4.55,D
-21.34648,146.33873,341.53,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,302.05,4.55,D
-21.34706,146.33437,335.84,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,300.15,4.55,D
-21.33875,146.342,348.15,0.45,0.39,2025-01-01,342,N21,VIIRS,n,2.0NRT,304.28,10.57,D
-21.33459,146.34579,338.12,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,303.99,18.85,D
-21.33517,146.34145,351.29,0.45,0.39,2025-01-01,342,N21,VIIRS,n,2.0NRT,309.28,18.85,D
-21.33575,146.3371,331.25,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,302.19,6.62,D
-21.33633,146.33275,341.93,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,302.07,6.62,D
-21.33102,146.34526,331.47,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,303.6,18.85,D
-21.3316,146.3409,339.4,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,309.69,18.85,D
-21.33276,146.33218,343.44,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,303.46,6.62,D
-21.3374,146.2973,344.06,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,302.95,7.63,D
-21.32918,146.33163,331.12,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,303.19,4.7,D
-21.33323,146.30112,334.01,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,302.88,6.85,D
-21.33381,146.29675,344.28,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,305.45,6.85,D
-21.32561,146.3311,342.12,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,303.32,4.7,D
-21.32619,146.32675,340.44,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,303.63,8.41,D
-21.32734,146.31804,335.87,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,303.35,7.93,D
-21.3203,146.34361,331.72,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,303.75,5.01,D
-21.32376,146.31749,333.09,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,303.9,8.59,D
-21.31846,146.33003,331.03,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,304.07,5,D
-21.31903,146.32565,334.81,0.45,0.39,2025-01-01,342,N21,VIIRS,l,2.0NRT,303.68,5.73,D
-19.99766,143.94966,343.88,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,305.71,6.56,D
-19.9981,143.94604,340.41,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,304.27,6.26,D
-19.99854,143.9424,346.45,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,301.35,6.26,D
-19.99322,143.95268,367,0.39,0.44,2025-01-01,342,N21,VIIRS,h,2.0NRT,307.41,6.56,D
-20.00573,143.84897,367,0.39,0.44,2025-01-01,342,N21,VIIRS,h,2.0NRT,307.53,12.17,D
-19.99278,143.9563,351.63,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,303.78,9.44,D
-19.99454,143.94177,341.16,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,302.01,6.26,D
-19.99499,143.9559,367,0.39,0.44,2025-01-01,342,N21,VIIRS,h,2.0NRT,308.55,11.51,D
-19.99545,143.95229,367,0.39,0.44,2025-01-01,342,N21,VIIRS,h,2.0NRT,309.97,11.74,D
-19.99453,143.95952,354.13,0.38,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,304.39,11.51,D
-19.99591,143.9487,339.24,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,304.39,11.74,D
-19.99637,143.94507,342.13,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,302.38,10.02,D
-19.99684,143.94141,344.61,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,303.07,10.02,D
-19.99731,143.93774,335.62,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,300.72,7.37,D
-20.00416,143.85199,348.93,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,311.75,21.23,D
-20.00464,143.84818,346.92,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,310.32,19.36,D
-19.99916,143.85909,367,0.39,0.44,2025-01-01,342,N21,VIIRS,h,2.0NRT,311.25,14.72,D
-19.99964,143.85527,367,0.39,0.44,2025-01-01,342,N21,VIIRS,h,2.0NRT,309.6,14.22,D
-20.00495,143.81348,367,0.39,0.44,2025-01-01,342,N21,VIIRS,h,2.0NRT,302.7,11.89,D
-20.00013,143.85144,353.04,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,307.97,14.22,D
-20.00349,143.82492,344.67,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,298.14,9.97,D
-20.00543,143.80965,337.57,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,299.36,9.73,D
-20.00641,143.80199,349.44,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,300.36,8.44,D
-19.98668,143.92513,343.2,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,300.72,6.04,D
-19.99464,143.8624,344.52,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,298,14.72,D
-20.00044,143.81664,346.53,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,292.86,11.89,D
-19.9822,143.9283,343.73,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,305.39,8.9,D
-19.97864,143.92418,334,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,301.13,8.9,D
-19.98453,143.77965,341.85,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,295.05,4.33,D
-19.985,143.77589,353.34,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,297.22,7.4,D
-19.98547,143.77214,353.77,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,293.58,7.4,D
-19.98594,143.76836,335.29,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,290.41,3.56,D
-19.98048,143.77914,332.42,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,299.78,4.33,D
-19.98095,143.77541,345.97,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,299.83,7.4,D
-19.98188,143.76788,333.1,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,294.01,3.56,D
-19.98236,143.76407,336.97,0.4,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,293.18,3.56,D
-19.97689,143.77489,342.78,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,300.41,9.12,D
-19.97283,143.7744,342.04,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,298.31,9.12,D
-19.9733,143.77066,347.45,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,300.49,9.12,D
-19.96924,143.77017,367,0.39,0.44,2025-01-01,342,N21,VIIRS,h,2.0NRT,307.98,10.22,D
-19.96877,143.77393,339,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,304.38,10.22,D
-19.96971,143.76637,341.8,0.39,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,301.89,5.67,D
-20.38729,139.88518,337.87,0.35,0.57,2025-01-01,342,N21,VIIRS,n,2.0NRT,287.06,6.04,D
-20.38764,139.88165,342.53,0.35,0.57,2025-01-01,342,N21,VIIRS,n,2.0NRT,287.01,4.89,D
-20.38799,139.8782,331.44,0.35,0.57,2025-01-01,342,N21,VIIRS,n,2.0NRT,283.39,4.89,D
-19.93532,143.60698,355.6,0.4,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,302.64,11.18,D
-19.93579,143.6031,335.33,0.4,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,301.12,11.18,D
-19.91297,143.62361,338.3,0.4,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,303.65,6.16,D
-19.91345,143.6198,342.14,0.4,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,303.04,6.5,D
-19.89974,143.62982,342.23,0.4,0.44,2025-01-01,342,N21,VIIRS,n,2.0NRT,301.02,12.01,D
-20.03314,142.53453,346.53,0.47,0.48,2025-01-01,342,N21,VIIRS,n,2.0NRT,306.77,15.8,D
-20.00137,142.65273,337.96,0.46,0.47,2025-01-01,342,N21,VIIRS,l,2.0NRT,310.74,4.68,D
-19.99649,142.65662,343.96,0.46,0.47,2025-01-01,342,N21,VIIRS,n,2.0NRT,312.08,7.9,D
-19.99702,142.65219,341.16,0.46,0.47,2025-01-01,342,N21,VIIRS,n,2.0NRT,310.86,6.39,D
-19.61806,135.30803,348.45,0.7,0.75,2025-01-01,342,N21,VIIRS,n,2.0NRT,305.95,17.5,D
-19.62616,135.36479,367,0.69,0.74,2025-01-01,342,N21,VIIRS,h,2.0NRT,309.66,19.17,D
-19.62267,135.32475,367,0.69,0.75,2025-01-01,342,N21,VIIRS,h,2.0NRT,307.66,27.15,D
-19.6193,135.36427,348.44,0.69,0.74,2025-01-01,342,N21,VIIRS,n,2.0NRT,311.49,19.17,D
-19.6221,135.33136,347.23,0.69,0.75,2025-01-01,342,N21,VIIRS,n,2.0NRT,309,36.71,D
-19.61635,135.31766,340.94,0.7,0.75,2025-01-01,342,N21,VIIRS,n,2.0NRT,308.4,17.31,D
-19.61691,135.31105,353.39,0.7,0.75,2025-01-01,342,N21,VIIRS,n,2.0NRT,308.43,29.31,D
-18.85082,142.57466,338.51,0.45,0.47,2025-01-01,342,N21,VIIRS,n,2.0NRT,305.87,8.22,D
-18.84599,142.57838,349.15,0.45,0.47,2025-01-01,342,N21,VIIRS,n,2.0NRT,305.72,8.22,D
-18.84116,142.58211,344.42,0.45,0.47,2025-01-01,342,N21,VIIRS,n,2.0NRT,308.7,19.98,D
-18.84168,142.57784,349.63,0.45,0.47,2025-01-01,342,N21,VIIRS,n,2.0NRT,304.17,16.98,D
-18.83685,142.58157,367,0.45,0.47,2025-01-01,342,N21,VIIRS,h,2.0NRT,308.88,19.98,D
-18.83633,142.58586,343.18,0.45,0.47,2025-01-01,342,N21,VIIRS,n,2.0NRT,306.6,19.98,D
-18.83737,142.5773,351.59,0.45,0.47,2025-01-01,342,N21,VIIRS,n,2.0NRT,307.86,16.98,D
-18.83254,142.58104,344.53,0.45,0.47,2025-01-01,342,N21,VIIRS,n,2.0NRT,306.16,6.99,D
